timestamp,spot_price,previous_hedge_position,target_hedge_position,hedge_trade_size,hedge_trade_notional,hedge_fee,side,reason_for_rebalance
28946683,92936.6316,2.4080000000000017,2.44241,0.034,3159.8454744,1.2639381897600002,buy,threshold
28946685,93176.3029,2.4420000000000015,2.6664499999999998,0.224,20871.4918496,8.34859673984,buy,threshold
28946687,93039.0934,2.6660000000000017,2.5644,-0.10200000000000001,9489.9875268,3.79599501072,sell,threshold
28946688,93192.5932,2.564000000000002,2.73053,0.167,15563.163064400002,6.225265225760001,buy,threshold
28946689,93248.8484,2.7310000000000016,2.7888399999999995,0.058,5408.433207200001,2.1633732828800003,buy,threshold
28946690,93322.9659,2.7890000000000015,2.86805,0.079,7372.5143061,2.94900572244,buy,threshold
28946691,93683.7627,2.8680000000000017,3.15252,0.28500000000000003,26699.872369500004,10.679948947800002,buy,threshold
28946692,93681.619,3.153000000000002,3.26272,0.11,10304.97809,4.121991236,buy,threshold
28946693,93502.1936,3.2630000000000017,3.12157,-0.14100000000000001,13183.8092976,5.273523719040001,sell,threshold
28946695,93747.881,3.1220000000000017,3.31527,0.193,18093.341033,7.2373364132,buy,threshold
28946696,93519.3191,3.3150000000000017,3.07942,-0.23600000000000002,22070.5593076,8.82822372304,sell,threshold
28946697,93654.5091,3.0790000000000015,3.21496,0.136,12737.0132376,5.0948052950400005,buy,threshold
28946699,93499.3117,3.2150000000000016,3.1617800000000003,-0.053,4955.4635201,1.98218540804,sell,threshold
28946700,93708.5243,3.1620000000000017,3.2701599999999997,0.108,10120.5206244,4.04820824976,buy,threshold
28946701,93835.0567,3.270000000000002,3.3904,0.12,11260.206804,4.5040827216,buy,threshold
28946702,93806.7611,3.390000000000002,3.3521400000000003,-0.038,3564.6569218,1.42586276872,sell,threshold
28946703,93601.0072,3.352000000000002,3.2142299999999997,-0.138,12916.9389936,5.166775597440001,sell,threshold
28946704,93450.2755,3.214000000000002,2.98713,-0.227,21213.2125385,8.4852850154,sell,threshold
28946705,93785.8692,2.9870000000000023,3.3495500000000002,0.363,34044.2705196,13.617708207840002,buy,threshold
28946706,93600.6639,3.3500000000000023,3.2025,-0.148,13852.898257199999,5.54115930288,sell,threshold
28946707,93717.8326,3.202000000000002,3.28625,0.084,7872.2979384,3.14891917536,buy,threshold
28946708,93783.1619,3.2860000000000023,3.34678,0.061,5720.7728759,2.2883091503600004,buy,threshold
28946709,93799.7668,3.347000000000002,3.38542,0.038,3564.3911384,1.42575645536,buy,threshold
28946710,93893.7898,3.385000000000002,3.4418300000000004,0.057,5351.946018600001,2.1407784074400005,buy,threshold
28946711,93780.5173,3.442000000000002,3.35107,-0.091,8534.0270743,3.41361082972,sell,threshold
28946713,93732.0695,3.3510000000000018,3.30568,-0.045,4217.9431275,1.687177251,sell,threshold
28946716,93793.558,3.306000000000002,3.38191,0.076,7128.310408,2.8513241632,buy,threshold
28946717,93592.2144,3.382000000000002,3.17701,-0.20500000000000002,19186.403952,7.674561580800001,sell,threshold
28946718,93585.6683,3.177000000000002,3.15206,-0.025,2339.6417075000004,0.9358566830000002,sell,threshold
28946719,93539.6908,3.152000000000002,3.1064500000000006,-0.046,4302.825776799999,1.7211303107199998,sell,threshold
28946720,93642.2905,3.106000000000002,3.2205899999999996,0.115,10768.8634075,4.307545363000001,buy,threshold
28946721,93567.7704,3.2210000000000023,3.14978,-0.07100000000000001,6643.3116984,2.6573246793600003,sell,threshold
28946722,93604.9486,3.150000000000002,3.1843500000000002,0.034,3182.5682524000003,1.2730273009600002,buy,threshold
28946723,93640.1981,3.184000000000002,3.20871,0.025,2341.0049525,0.936401981,buy,threshold
28946724,93770.9472,3.209000000000002,3.3399099999999997,0.131,12283.9940832,4.91359763328,buy,threshold
28946725,93861.6372,3.3400000000000016,3.42073,0.081,7602.7926132,3.04111704528,buy,threshold
28946726,93750.3498,3.4210000000000016,3.31771,-0.10300000000000001,9656.2860294,3.8625144117600003,sell,threshold
28946728,93757.6747,3.3180000000000014,3.3422099999999997,0.024,2250.1841928000003,0.9000736771200002,buy,threshold
28946729,93819.7531,3.3420000000000014,3.39859,0.057,5347.7259267,2.13909037068,buy,threshold
28946730,93932.728,3.3990000000000014,3.49872,0.1,9393.2728,3.7573091200000004,buy,threshold
28946731,93857.6094,3.4990000000000014,3.432,-0.067,6288.4598298,2.51538393192,sell,threshold
28946732,93824.3357,3.4320000000000013,3.40147,-0.031,2908.5544067,1.16342176268,sell,threshold
28946733,93785.0548,3.401000000000001,3.3674299999999997,-0.034,3188.6918632,1.2754767452800002,sell,threshold
28946734,93841.1275,3.3670000000000013,3.4331199999999997,0.066,6193.514415000001,2.4774057660000004,buy,threshold
28946736,93792.373,3.433000000000001,3.38549,-0.048,4502.033904000001,1.8008135616000005,sell,threshold
28946737,93925.3605,3.385000000000001,3.50523,0.12,11271.043259999999,4.508417304,buy,threshold
28946738,93993.5492,3.5050000000000012,3.5658699999999994,0.061,5733.6065012,2.29344260048,buy,threshold
28946739,94155.4631,3.566000000000001,3.7296699999999996,0.164,15441.4959484,6.17659837936,buy,threshold
28946740,94225.6664,3.7300000000000013,3.7790299999999997,0.049,4617.0576536,1.84682306144,buy,threshold
