num_option_trades,num_hedge_trades,average_relative_spread,average_relative_spread_pct_of_mid,option_turnover_notional_usd,option_turnover_pct_of_capital,hedge_turnover_notional_usd,hedge_turnover_pct_of_capital,total_option_fees,total_hedge_fees,option_net_pnl_actual_bid_execution,option_net_pnl_at_mid_execution,option_net_pnl_at_mark_execution,pnl_improvement_if_executed_at_mid,pnl_improvement_if_executed_at_mark
127,359,0.07688990687371015,7.688990687371016,138783.73656576,13.878373656575999,26155136.682793103,2615.5136682793104,69.39186828288001,10462.05467311724,-24317.960002522796,-18787.22305910503,-17552.84413120308,5530.736943417767,6765.115871319715
